0.546605,0.775700
0.546605,0.620311
0.546605,0.466009
0.546604,0.314398
0.546604,0.172718
0.555595,0.057927
0.167909,0.157109
0.174125,0.008445
0.181762,0.137135
0.184939,0.286178
0.191377,0.440050
0.191377,0.595889
0.191377,0.752231
0.191378,0.908815
0.191379,1.065536
0.524745,0.775700
0.524744,0.620311
0.524744,0.466009
0.524744,0.314398
0.524744,0.172718
0.535354,0.057927
0.150788,0.157109
0.157175,0.008445
0.165717,0.137135
0.168980,0.286178
0.175724,0.440050
0.175725,0.595889
0.175725,0.752231
0.175726,0.908815
0.175727,1.065536
0.503177,0.775700
0.503176,0.620311
0.503176,0.466009
0.503176,0.314398
0.503176,0.172718
0.515531,0.057927
0.136127,0.157109
0.142611,0.008445
0.152107,0.137135
0.155422,0.286178
0.162428,0.440050
0.162429,0.595889
0.162429,0.752231
0.162430,0.908815
0.162431,1.065536
0.481940,0.775700
0.481940,0.620311
0.481939,0.466009
0.481939,0.314398
0.481939,0.172718
0.496175,0.057927
0.124794,0.157109
0.131232,0.008445
0.141636,0.137135
0.144939,0.286178
0.152107,0.440050
0.152107,0.595889
0.152108,0.752231
0.152109,0.908815
0.152110,1.065536
0.461081,0.775700
0.461080,0.620311
0.461080,0.466009
0.461080,0.314398
0.461079,0.172718
0.477343,0.057927
0.117757,0.157109
0.123916,0.008445
0.135035,0.137135
0.138234,0.286178
0.145396,0.440050
0.145396,0.595889
0.145397,0.752231
0.145398,0.908815
0.145399,1.065536
0.440652,0.775700
0.440652,0.620311
0.440651,0.466009
0.440651,0.314398
0.440651,0.172718
0.459101,0.057927
0.115799,0.157109
0.121403,0.008445
0.132884,0.137135
0.135866,0.286178
0.142804,0.440050
0.142805,0.595889
0.142805,0.752231
0.142806,0.908815
0.142808,1.065536
0.420718,0.775700
0.420717,0.620311
0.420716,0.466009
0.420716,0.314398
0.420716,0.172718
0.440540,0.063462
0.119172,0.157109
0.124969,0.005988
0.135395,0.137135
0.138059,0.286178
0.144554,0.440050
0.144555,0.595889
0.144556,0.752231
0.144556,0.908815
0.144558,1.065536
0.401350,0.775700
0.401349,0.620311
0.401349,0.466009
0.401348,0.314398
0.401348,0.172718
0.423509,0.063462
0.127453,0.157109
0.132056,0.005988
0.142320,0.137135
0.144606,0.286178
0.150495,0.440050
0.150495,0.595889
0.150496,0.752231
0.150497,0.908815
0.150498,1.065536
0.382636,0.775700
0.382635,0.620311
0.382634,0.466009
0.382634,0.314398
0.382634,0.172718
0.407301,0.063462
0.139773,0.157109
0.143214,0.005988
0.153062,0.137135
0.154955,0.286178
0.160160,0.440050
0.160160,0.595889
0.160161,0.752231
0.160161,0.908815
0.160162,1.065536
0.364675,0.775700
0.364675,0.620311
0.364674,0.466009
0.364673,0.314398
0.364673,0.172718
0.392017,0.063462
0.155172,0.157109
0.157581,0.005988
0.168408,0.136652
0.172926,0.285538
0.172926,0.440050
0.172926,0.595889
0.172927,0.752231
0.172927,0.908815
0.172928,1.065536
0.347586,0.775700
0.347585,0.620311
0.347584,0.466009
0.347584,0.314398
0.347584,0.172718
0.377771,0.063462
0.172829,0.157109
0.174364,0.005988
0.184285,0.136652
0.188163,0.285538
0.188163,0.440050
0.188164,0.595889
0.188164,0.752231
0.188164,0.908815
0.188165,1.065536
0.544157,0.775700
0.544157,0.620311
0.544156,0.466009
0.544156,0.314398
0.544156,0.172718
0.553302,0.057927
0.152351,0.157109
0.160064,0.000177
0.169302,0.137135
0.172763,0.286178
0.179737,0.440050
0.179738,0.595889
0.179738,0.752231
0.179739,0.908815
0.179740,1.065536
0.522194,0.775700
0.522194,0.620311
0.522193,0.466009
0.522193,0.314398
0.522193,0.172718
0.532973,0.057927
0.133246,0.157109
0.141409,0.000177
0.151947,0.137135
0.155560,0.286178
0.162971,0.440050
0.162972,0.595889
0.162972,0.752231
0.162973,0.908815
0.162974,1.065536
0.500516,0.775700
0.500516,0.620311
0.500515,0.466009
0.500515,0.314398
0.500515,0.172718
0.513058,0.057927
0.116396,0.157109
0.122124,0.008445
0.136975,0.137135
0.140714,0.286178
0.148538,0.440050
0.148538,0.595889
0.148539,0.752231
0.148539,0.908815
0.148541,1.065536
0.479162,0.775700
0.479161,0.620311
0.479161,0.466009
0.479161,0.314398
0.479160,0.172718
0.493605,0.057927
0.102913,0.157109
0.108619,0.008445
0.125245,0.137135
0.129042,0.286178
0.137175,0.440050
0.137176,0.595889
0.137176,0.752231
0.137177,0.908815
0.137178,1.065536
0.458176,0.775700
0.458175,0.620311
0.458175,0.466009
0.458175,0.314398
0.458175,0.172718
0.474671,0.057927
0.094256,0.157109
0.099657,0.008445
0.117729,0.137135
0.121462,0.286178
0.129694,0.440050
0.129694,0.595889
0.129695,0.752231
0.129696,0.908815
0.129697,1.065536
0.437612,0.775700
0.437611,0.620311
0.437611,0.466009
0.437611,0.314398
0.437610,0.172718
0.455423,0.063462
0.091798,0.157109
0.097707,0.005988
0.115256,0.137135
0.118761,0.286178
0.126782,0.440050
0.126782,0.595889
0.126783,0.752231
0.126784,0.908815
0.126785,1.065536
0.417532,0.775700
0.417531,0.620311
0.417531,0.466009
0.417530,0.314398
0.417530,0.172718
0.437544,0.063462
0.096018,0.157109
0.100591,0.005988
0.118141,0.137135
0.121264,0.286178
0.128750,0.440050
0.128750,0.595889
0.128751,0.752231
0.128752,0.908815
0.128753,1.065536
0.398009,0.775700
0.398009,0.620311
0.398008,0.466009
0.398008,0.314398
0.398008,0.172718
0.420391,0.063462
0.106121,0.157109
0.109272,0.005988
0.126018,0.137135
0.128668,0.286178
0.135386,0.440050
0.135386,0.595889
0.135386,0.752231
0.135387,0.908815
0.135388,1.065536
0.379130,0.775700
0.379129,0.620311
0.379129,0.466009
0.379129,0.314398
0.379128,0.172718
0.404058,0.063462
0.120639,0.157109
0.122523,0.005988
0.138035,0.137135
0.140199,0.286178
0.146054,0.440050
0.146054,0.595889
0.146054,0.752231
0.146055,0.908815
0.146056,1.065536
0.360995,0.775700
0.360995,0.620311
0.360994,0.466009
0.360994,0.314398
0.360993,0.172718
0.388647,0.063462
0.138187,0.157109
0.139043,0.005988
0.154938,0.136652
0.154938,0.286178
0.159950,0.440050
0.159950,0.595889
0.159950,0.752231
0.159951,0.908815
0.159951,1.065536
0.343723,0.775700
0.343722,0.620311
0.343722,0.466009
0.343721,0.314398
0.343721,0.172718
0.374273,0.063462
0.160064,0.157076
0.157810,0.005988
0.172063,0.136652
0.176312,0.285538
0.176312,0.440050
0.176312,0.595889
0.176312,0.752231
0.176313,0.908815
0.176313,1.065536
0.542850,0.775700
0.542850,0.620311
0.542850,0.466009
0.542849,0.314398
0.542849,0.172718
0.552131,0.057927
0.139564,0.157109
0.145761,0.000177
0.159808,0.137135
