time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.297873,-0.649640863669,-0.757019518821,0.0874369049095,1.14741762934,-0.19750002644,1.01626227197,-0.0993252560156,100.0,0.358184513971,0.0901213712883,-0.0966407896368,1.50483515292,-0.173339829031,-0.0210922358334,-0.0981747704247,100.0
0.297939,-0.649640863669,-0.757019518821,0.0874369049095,1.14741762934,-0.19750002644,1.01626227197,-0.0993252560156,100.0,0.358184513971,0.0901213712883,-0.0966407896368,1.50483515292,-0.173339829031,-0.0210922358334,-0.0981747704247,100.0
0.308044,-0.650024358866,-0.757403014018,0.0885873905004,1.14703413414,-0.19750002644,1.01664576717,-0.10009224641,100.0,0.358568009168,0.0901213712883,-0.0974077800307,1.50483515292,-0.172572838637,-0.0214757310304,-0.0981747704247,100.0
0.318069,-0.650024358866,-0.758170004412,0.0882038953034,1.14780112454,-0.197883521637,1.01587877678,-0.100859236803,100.0,0.358568009168,0.0901213712883,-0.0974077800307,1.50445165772,-0.174106819425,-0.0207087406365,-0.0974077800307,100.0
0.328035,-0.650024358866,-0.758170004412,0.0885873905004,1.14703413414,-0.197883521637,1.01664576717,-0.10009224641,100.0,0.358184513971,0.0893543808943,-0.0977912752277,1.50483515292,-0.173723324228,-0.0207087406365,-0.0985582656216,100.0
0.338051,-0.649257368473,-0.757403014018,0.0878204001064,1.14703413414,-0.197883521637,1.01549528158,-0.0993252560156,100.0,0.359334999562,0.0901213712883,-0.0970242848338,1.50406816252,-0.172956333834,-0.0218592262274,-0.0977912752277,100.0
0.348027,-0.649640863669,-0.757786509215,0.0878204001064,1.14665063894,-0.198267016834,1.01626227197,-0.100475741606,100.0,0.358568009168,0.0897378760913,-0.0977912752277,1.50483515292,-0.174106819425,-0.0218592262274,-0.0989417608186,100.0
0.358037,-0.649640863669,-0.757786509215,0.0878204001064,1.14626714375,-0.19750002644,1.01626227197,-0.10009224641,100.0,0.358184513971,0.0901213712883,-0.0974077800307,1.50521864811,-0.174106819425,-0.0210922358334,-0.0985582656216,100.0
0.368027,-0.649640863669,-0.757786509215,0.0878204001064,1.14588364855,-0.197883521637,1.01587877678,-0.0997087512126,100.0,0.358951504365,0.0897378760913,-0.0974077800307,1.50560214331,-0.173339829031,-0.0210922358334,-0.0977912752277,100.0
0.378044,-0.650024358866,-0.758553499609,0.0878204001064,1.14665063894,-0.198267016834,1.01664576717,-0.10009224641,100.0,0.358951504365,0.0897378760913,-0.0970242848338,1.50445165772,-0.173339829031,-0.0210922358334,-0.0985582656216,100.0
0.388045,-0.649640863669,-0.757403014018,0.0874369049095,1.14741762934,-0.19750002644,1.01587877678,-0.10009224641,100.0,0.359334999562,0.0897378760913,-0.0970242848338,1.50368466732,-0.173339829031,-0.0207087406365,-0.0985582656216,100.0
0.398017,-0.650407854063,-0.757786509215,0.0878204001064,1.14703413414,-0.197883521637,1.01626227197,-0.100475741606,100.0,0.358951504365,0.0901213712883,-0.0974077800307,1.50445165772,-0.173339829031,-0.0207087406365,-0.0977912752277,100.0
0.408048,-0.650024358866,-0.757786509215,0.0874369049095,1.14703413414,-0.197883521637,1.01587877678,-0.0997087512126,100.0,0.359334999562,0.0901213712883,-0.0970242848338,1.50406816252,-0.173339829031,-0.0210922358334,-0.0981747704247,100.0
0.418040,-0.650407854063,-0.757786509215,0.0882038953034,1.14665063894,-0.19750002644,1.01626227197,-0.100475741606,100.0,0.358568009168,0.0901213712883,-0.0970242848338,1.50483515292,-0.174490314622,-0.0214757310304,-0.0981747704247,100.0
0.428008,-0.650024358866,-0.757403014018,0.0878204001064,1.14703413414,-0.197116531243,1.01587877678,-0.0993252560156,100.0,0.358568009168,0.0901213712883,-0.0974077800307,1.50483515292,-0.173339829031,-0.0214757310304,-0.0985582656216,100.0
0.438030,-0.649640863669,-0.758553499609,0.0878204001064,1.14665063894,-0.198267016834,1.01664576717,-0.0997087512126,100.0,0.358568009168,0.0901213712883,-0.0970242848338,1.50445165772,-0.173339829031,-0.0207087406365,-0.0993252560156,100.0
0.448022,-0.650024358866,-0.758170004412,0.0885873905004,1.14703413414,-0.19750002644,1.01626227197,-0.0993252560156,100.0,0.358951504365,0.0901213712883,-0.0970242848338,1.50521864811,-0.173339829031,-0.0207087406365,-0.0977912752277,100.0
0.458015,-0.649640863669,-0.758170004412,0.0882038953034,1.14741762934,-0.19750002644,1.01587877678,-0.10009224641,100.0,0.358951504365,0.0901213712883,-0.0974077800307,1.50483515292,-0.173723324228,-0.0210922358334,-0.0985582656216,100.0
0.468029,-0.650024358866,-0.757403014018,0.0878204001064,1.14703413414,-0.19750002644,1.01549528158,-0.100475741606,100.0,0.358184513971,0.0905048664852,-0.0970242848338,1.50445165772,-0.173339829031,-0.0214757310304,-0.0981747704247,100.0
0.478048,-0.650024358866,-0.758936994806,0.0874369049095,1.14665063894,-0.197883521637,1.01626227197,-0.0993252560156,100.0,0.358568009168,0.0897378760913,-0.0966407896368,1.50483515292,-0.173723324228,-0.0214757310304,-0.0989417608186,100.0
0.488047,-0.650024358866,-0.757786509215,0.0870534097125,1.14703413414,-0.197883521637,1.01587877678,-0.100475741606,100.0,0.358568009168,0.0901213712883,-0.0974077800307,1.50483515292,-0.173723324228,-0.0214757310304,-0.0985582656216,100.0
0.498022,-0.649640863669,-0.757403014018,0.0878204001064,1.14703413414,-0.198267016834,1.01587877678,-0.0993252560156,100.0,0.358951504365,0.0901213712883,-0.0974077800307,1.50445165772,-0.172956333834,-0.0207087406365,-0.0985582656216,100.0
0.508069,-0.650024358866,-0.757403014018,0.0874369049095,1.14780112454,-0.197883521637,1.01626227197,-0.10009224641,100.0,0.358951504365,0.0905048664852,-0.0974077800307,1.50483515292,-0.173723324228,-0.0214757310304,-0.0985582656216,100.0
0.518018,-0.649640863669,-0.758170004412,0.0882038953034,1.14741762934,-0.197883521637,1.01626227197,-0.10009224641,100.0,0.358568009168,0.0893543808943,-0.0977912752277,1.50483515292,-0.173723324228,-0.0210922358334,-0.0981747704247,100.0
0.528052,-0.650024358866,-0.757019518821,0.0878204001064,1.14780112454,-0.197883521637,1.01587877678,-0.10009224641,100.0,0.358951504365,0.0897378760913,-0.0974077800307,1.50560214331,-0.174106819425,-0.0207087406365,-0.0981747704247,100.0
0.538049,-0.650024358866,-0.756636023624,0.0878204001064,1.14780112454,-0.197883521637,1.01626227197,-0.100475741606,100.0,0.358951504365,0.0905048664852,-0.0974077800307,1.50445165772,-0.173723324228,-0.0210922358334,-0.0977912752277,100.0
0.548031,-0.650024358866,-0.758170004412,0.0882038953034,1.14703413414,-0.19750002644,1.01587877678,-0.10009224641,100.0,0.358184513971,0.0897378760913,-0.0970242848338,1.50406816252,-0.173723324228,-0.0214757310304,-0.0985582656216,100.0
0.558041,-0.650024358866,-0.758170004412,0.0878204001064,1.14703413414,-0.197883521637,1.01549528158,-0.100475741606,100.0,0.358568009168,0.0897378760913,-0.0970242848338,1.50483515292,-0.172572838637,-0.0210922358334,-0.0981747704247,100.0
0.568045,-0.649640863669,-0.758170004412,0.0874369049095,1.14741762934,-0.198267016834,1.01664576717,-0.100859236803,100.0,0.358184513971,0.0905048664852,-0.0974077800307,1.50483515292,-0.173723324228,-0.0210922358334,-0.0977912752277,100.0
0.578041,-0.649640863669,-0.757403014018,0.0878204001064,1.14780112454,-0.198267016834,1.01664576717,-0.0997087512126,100.0,0.358951504365,0.0897378760913,-0.0974077800307,1.50445165772,-0.173339829031,-0.0218592262274,-0.0989417608186,100.0
0.588047,-0.649640863669,-0.757786509215,0.0882038953034,1.14626714375,-0.19750002644,1.01626227197,-0.100859236803,100.0,0.358568009168,0.0901213712883,-0.0974077800307,1.50521864811,-0.172956333834,-0.0210922358334,-0.0981747704247,100.0
0.598029,-0.649640863669,-0.757403014018,0.0878204001064,1.14665063894,-0.19750002644,1.01587877678,-0.0993252560156,100.0,0.358568009168,0.0897378760913,-0.0970242848338,1.50560214331,-0.173723324228,-0.0210922358334,-0.0985582656216,100.0
0.608047,-0.650024358866,-0.757786509215,0.0878204001064,1.14665063894,-0.197883521637,1.01626227197,-0.0993252560156,100.0,0.358951504365,0.0905048664852,-0.0970242848338,1.50445165772,-0.173339829031,-0.0210922358334,-0.0985582656216,100.0
0.618017,-0.650024358866,-0.758170004412,0.0885873905004,1.14665063894,-0.19750002644,1.01549528158,-0.0997087512126,100.0,0.358951504365,0.0897378760913,-0.0974077800307,1.50406816252,-0.172956333834,-0.0207087406365,-0.0985582656216,100.0
0.628024,-0.649640863669,-0.757786509215,0.0874369049095,1.14741762934,-0.198267016834,1.01626227197,-0.0997087512126,100.0,0.358568009168,0.0897378760913,-0.0974077800307,1.50445165772,-0.173723324228,-0.0214757310304,-0.0977912752277,100.0
0.638037,-0.650024358866,-0.757403014018,0.0874369049095,1.14703413414,-0.198267016834,1.01549528158,-0.10009224641,100.0,0.358951504365,0.0901213712883,-0.0974077800307,1.50483515292,-0.173339829031,-0.0210922358334,-0.0985582656216,100.0
