time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
4.598634,-0.256558286774,-0.30641266238,0.433733067775,0.520019487093,-0.542262208517,1.26016521725,0.179475752183,100.0,0.0111213607122,-0.615893286336,-0.0080533991364,0.805723408837,0.0678786498639,1.18576714904,0.0164902934698,100.0
4.598711,-0.256558286774,-0.30641266238,0.433733067775,0.520019487093,-0.542262208517,1.26016521725,0.179475752183,100.0,0.0111213607122,-0.615893286336,-0.0080533991364,0.805723408837,0.0678786498639,1.18576714904,0.0164902934698,100.0
4.608776,-0.256174791577,-0.307179652774,0.435267048562,0.518869001502,-0.542645703714,1.25978172205,0.179092256986,100.0,0.0111213607122,-0.61666027673,-0.00728640874246,0.805723408837,0.0682621450609,1.18538365384,0.0161067982728,100.0
4.618779,-0.25579129638,-0.308713633562,0.434500058169,0.518102011108,-0.543029198911,1.26016521725,0.178325266592,100.0,0.0111213607122,-0.616276781533,-0.00728640874246,0.804956418443,0.0678786498639,1.18576714904,0.0161067982728,100.0
4.628779,-0.256174791577,-0.310631109547,0.434500058169,0.517718515911,-0.542645703714,1.26093220764,0.178708761789,100.0,0.0107378655152,-0.615893286336,-0.00766990393943,0.805723408837,0.067495154667,1.18615064423,0.0161067982728,100.0
4.638774,-0.256558286774,-0.311781595138,0.434883553366,0.51656803032,-0.542645703714,1.26016521725,0.178708761789,100.0,0.0115048559091,-0.61666027673,-0.00766990393943,0.806490399231,0.0686456402579,1.18538365384,0.0157233030758,100.0
4.648774,-0.256174791577,-0.313699071123,0.435650543759,0.516951525517,-0.542262208517,1.26016521725,0.179092256986,100.0,0.0111213607122,-0.616276781533,-0.0080533991364,0.805723408837,0.066728164273,1.18615064423,0.0168737886667,100.0
4.658772,-0.255407801183,-0.314849556713,0.435650543759,0.515801039926,-0.543029198911,1.25939822685,0.179092256986,100.0,0.0115048559091,-0.615893286336,-0.0080533991364,0.80533991364,0.0678786498639,1.18576714904,0.0161067982728,100.0
4.668767,-0.256174791577,-0.317150527895,0.436034038956,0.516184535123,-0.542645703714,1.26054871244,0.179092256986,100.0,0.0115048559091,-0.616276781533,-0.00766990393943,0.805723408837,0.0682621450609,1.18576714904,0.0161067982728,100.0
4.678765,-0.255407801183,-0.318684508683,0.436034038956,0.514650554336,-0.542262208517,1.25978172205,0.179475752183,100.0,0.0115048559091,-0.616276781533,-0.0080533991364,0.80533991364,0.0678786498639,1.18500015864,0.0164902934698,100.0
4.688764,-0.255407801183,-0.319834994274,0.436034038956,0.513883563942,-0.542645703714,1.26054871244,0.178708761789,100.0,0.0111213607122,-0.615893286336,-0.0080533991364,0.806106904034,0.0682621450609,1.18615064423,0.0164902934698,100.0
4.698764,-0.255407801183,-0.321368975062,0.436417534153,0.513883563942,-0.542262208517,1.26054871244,0.179092256986,100.0,0.0115048559091,-0.61666027673,-0.00651941834851,0.804572923246,0.067495154667,1.18653413943,0.0164902934698,100.0
4.708767,-0.25579129638,-0.322519460653,0.437184524547,0.511966087957,-0.542645703714,1.26016521725,0.179092256986,100.0,0.0115048559091,-0.615893286336,-0.00728640874246,0.805723408837,0.0682621450609,1.18538365384,0.0168737886667,100.0
4.718765,-0.256174791577,-0.324436936638,0.436034038956,0.510815602366,-0.543029198911,1.25978172205,0.179475752183,100.0,0.0111213607122,-0.615126295942,-0.00766990393943,0.80533991364,0.0678786498639,1.18461666344,0.0164902934698,100.0
4.728767,-0.255024305986,-0.32673790782,0.437184524547,0.510815602366,-0.542262208517,1.25939822685,0.179475752183,100.0,0.0111213607122,-0.616276781533,-0.0080533991364,0.805723408837,0.067495154667,1.18500015864,0.0157233030758,100.0
4.738768,-0.255407801183,-0.327504898214,0.43680102935,0.510432107169,-0.543029198911,1.25901473166,0.179475752183,100.0,0.0107378655152,-0.616276781533,-0.0080533991364,0.804956418443,0.0682621450609,1.18538365384,0.0161067982728,100.0
4.748764,-0.255407801183,-0.328655383804,0.437184524547,0.509665116775,-0.543412694108,1.25978172205,0.179092256986,100.0,0.0111213607122,-0.616276781533,-0.00728640874246,0.80533991364,0.0678786498639,1.18500015864,0.0161067982728,100.0
4.758769,-0.255407801183,-0.330572859789,0.437184524547,0.508898126381,-0.543796189305,1.26016521725,0.178708761789,100.0,0.0115048559091,-0.616276781533,-0.0080533991364,0.806106904034,0.0678786498639,1.18500015864,0.0157233030758,100.0
4.768765,-0.255024305986,-0.332106840577,0.437184524547,0.50774764079,-0.543796189305,1.25978172205,0.17985924738,100.0,0.0118883511061,-0.616276781533,-0.00766990393943,0.80533991364,0.0682621450609,1.18538365384,0.0161067982728,100.0
4.778764,-0.255407801183,-0.332490335774,0.437184524547,0.506980650396,-0.544563179699,1.25901473166,0.179475752183,100.0,0.0115048559091,-0.61666027673,-0.00728640874246,0.806106904034,0.06711165947,1.18538365384,0.0157233030758,100.0
4.788764,-0.255407801183,-0.334024316562,0.43680102935,0.506213660002,-0.544563179699,1.25939822685,0.179092256986,100.0,0.0111213607122,-0.616276781533,-0.0080533991364,0.804956418443,0.0678786498639,1.18538365384,0.0157233030758,100.0
4.798763,-0.254640810789,-0.335941792547,0.43680102935,0.505446669608,-0.54571366529,1.25863123646,0.179475752183,100.0,0.0107378655152,-0.615893286336,-0.00728640874246,0.805723408837,0.066728164273,1.18615064423,0.0153398078789,100.0
